,owners
58950,0-20000
23015,0-20000
33247,0-20000
54410,0-20000
55106,0-20000
12079,20000-50000
25562,0-20000
33372,0-20000
29820,0-20000
45310,0-20000
44001,0-20000
55567,0-20000
44179,0-20000
54076,0-20000
55778,0-20000
23101,0-20000
53971,0-20000
26587,0-20000
49081,0-20000
24808,0-20000
22431,0-20000
30223,0-20000
27164,0-20000
31912,0-20000
3246,200000-500000
10882,20000-50000
19436,0-20000
6289,100000-200000
13062,20000-50000
48339,0-20000
24603,0-20000
54399,0-20000
8496,50000-100000
21768,0-20000
26407,0-20000
51760,0-20000
17115,20000-50000
28471,0-20000
24504,0-20000
36272,0-20000
35141,0-20000
58132,0-20000
47451,0-20000
43202,0-20000
14411,20000-50000
44523,0-20000
7933,50000-100000
10296,50000-100000
6747,50000-100000
14441,20000-50000
36985,0-20000
29318,0-20000
53412,0-20000
1694,500000-1000000
11289,20000-50000
41248,0-20000
8323,50000-100000
11187,20000-50000
16370,20000-50000
5626,100000-200000
36047,0-20000
17410,20000-50000
9715,50000-100000
27336,0-20000
32869,0-20000
44756,0-20000
4670,100000-200000
9835,50000-100000
50427,0-20000
41938,0-20000
43821,0-20000
34606,0-20000
7010,50000-100000
33713,0-20000
7236,50000-100000
7951,50000-100000
45534,0-20000
52725,0-20000
15049,20000-50000
17845,20000-50000
21544,0-20000
43946,0-20000
54632,0-20000
40326,0-20000
43136,0-20000
45464,0-20000
31584,0-20000
45291,0-20000
37090,0-20000
45253,0-20000
19162,0-20000
29668,0-20000
45777,0-20000
10793,20000-50000
43396,0-20000
16875,20000-50000
49058,0-20000
22442,0-20000
22765,0-20000
27526,0-20000
46534,0-20000
53458,0-20000
37249,0-20000
40442,0-20000
49069,0-20000
43506,0-20000
30115,0-20000
42032,0-20000
43350,0-20000
10938,20000-50000
41950,0-20000
51595,0-20000
2379,200000-500000
45802,0-20000
1172,500000-1000000
56292,0-20000
47684,0-20000
2348,200000-500000
57440,0-20000
19546,0-20000
16392,20000-50000
31784,0-20000
36800,0-20000
9351,50000-100000
11304,20000-50000
55631,0-20000
11170,20000-50000
27826,0-20000
17246,20000-50000
6050,100000-200000
35036,0-20000
37505,0-20000
4193,100000-200000
42295,0-20000
4015,200000-500000
31366,0-20000
27710,0-20000
45316,0-20000
46503,0-20000
25071,0-20000
1237,500000-1000000
54379,0-20000
31194,0-20000
33617,0-20000
7276,50000-100000
27392,0-20000
48741,0-20000
49365,0-20000
49500,0-20000
19667,0-20000
58306,0-20000
19553,0-20000
7635,50000-100000
34839,0-20000
6792,50000-100000
6924,50000-100000
15718,20000-50000
3405,200000-500000
18235,20000-50000
29908,0-20000
58266,0-20000
26560,0-20000
1721,500000-1000000
7120,50000-100000
42041,0-20000
38659,0-20000
39594,0-20000
57462,0-20000
7870,50000-100000
39701,0-20000
2522,200000-500000
34971,0-20000
27906,0-20000
28033,0-20000
46156,0-20000
36247,0-20000
32166,0-20000
10482,50000-100000
27276,0-20000
9972,50000-100000
1585,500000-1000000
47761,0-20000
58059,0-20000
58090,0-20000
37962,0-20000
19888,0-20000
24446,0-20000
27764,0-20000
27741,0-20000
11161,20000-50000
51133,0-20000
55074,0-20000
8968,50000-100000
16382,20000-50000
10340,50000-100000
18074,20000-50000
55730,0-20000
11826,20000-50000
51501,0-20000
8693,50000-100000
48501,0-20000
4544,100000-200000
193,>1000000
47095,0-20000
32966,0-20000
39924,0-20000
39723,0-20000
24929,0-20000
25041,0-20000
8924,50000-100000
5195,100000-200000
50505,0-20000
23584,0-20000
14314,20000-50000
5976,100000-200000
47422,0-20000
43112,0-20000
3044,200000-500000
11787,20000-50000
4603,100000-200000
31318,0-20000
36078,0-20000
13790,20000-50000
23295,0-20000
24616,0-20000
45092,0-20000
35692,0-20000
58153,0-20000
10821,20000-50000
5060,100000-200000
51823,0-20000
10683,20000-50000
14970,20000-50000
1291,500000-1000000
26581,0-20000
24031,0-20000
10312,50000-100000
57361,0-20000
58878,0-20000
46922,0-20000
52865,0-20000
24096,0-20000
24250,0-20000
37325,0-20000
18698,0-20000
43600,0-20000
2556,200000-500000
24195,0-20000
57342,0-20000
49223,0-20000
20137,0-20000
33493,0-20000
33000,0-20000
4681,100000-200000
12560,20000-50000
40476,0-20000
6288,100000-200000
25593,0-20000
7145,50000-100000
32087,0-20000
41009,0-20000
21594,0-20000
28399,0-20000
53914,0-20000
2789,200000-500000
8652,50000-100000
11272,20000-50000
58935,0-20000
17259,20000-50000
28139,0-20000
36584,0-20000
20479,0-20000
4047,200000-500000
38620,0-20000
24909,0-20000
10627,20000-50000
14587,20000-50000
40748,0-20000
37950,0-20000
57558,0-20000
17965,20000-50000
38691,0-20000
42075,0-20000
30865,0-20000
50784,0-20000
26952,0-20000
32260,0-20000
34257,0-20000
6425,100000-200000
55537,0-20000
2977,200000-500000
12511,20000-50000
53743,0-20000
8834,50000-100000
30457,0-20000
15237,20000-50000
2750,200000-500000
13516,20000-50000
45921,0-20000
15323,20000-50000
57161,0-20000
17386,20000-50000
18229,0-20000
49178,0-20000
19455,0-20000
14710,20000-50000
33418,0-20000
39203,0-20000
21905,0-20000
36649,0-20000
35821,0-20000
23529,0-20000
45305,0-20000
34320,0-20000
3982,200000-500000
51894,0-20000
29903,0-20000
28336,0-20000
41511,0-20000
34961,0-20000
50094,0-20000
27117,0-20000
40139,0-20000
14959,20000-50000
32198,0-20000
33838,0-20000
49992,0-20000
19428,0-20000
41034,0-20000
10801,20000-50000
10002,50000-100000
3526,200000-500000
53544,0-20000
26738,0-20000
54400,0-20000
1792,500000-1000000
15105,20000-50000
34745,0-20000
23361,0-20000
47842,0-20000
11249,20000-50000
58853,0-20000
39946,0-20000
36215,0-20000
32995,0-20000
36375,0-20000
20805,0-20000
35636,0-20000
21143,0-20000
36409,0-20000
6454,100000-200000
27871,0-20000
21079,0-20000
44924,0-20000
41136,0-20000
38061,0-20000
3205,200000-500000
35837,0-20000
2329,200000-500000
36684,0-20000
16144,20000-50000
53374,0-20000
4875,100000-200000
28149,0-20000
48548,0-20000
12572,20000-50000
54351,0-20000
24564,0-20000
10216,50000-100000
27662,0-20000
36160,0-20000
29598,0-20000
19203,0-20000
35605,0-20000
20432,0-20000
2518,200000-500000
27243,0-20000
4529,100000-200000
37297,0-20000
51399,0-20000
36389,0-20000
14393,20000-50000
1193,500000-1000000
14686,0-20000
48441,0-20000
1137,>1000000
19511,0-20000
45445,0-20000
55846,0-20000
53810,0-20000
5945,100000-200000
17852,20000-50000
28270,0-20000
22276,0-20000
42029,0-20000
19072,0-20000
46351,0-20000
39955,0-20000
56593,0-20000
12082,20000-50000
13438,20000-50000
6406,100000-200000
11322,20000-50000
37681,0-20000
47494,0-20000
51039,0-20000
21803,0-20000
43733,0-20000
12438,20000-50000
42303,0-20000
24692,0-20000
12238,20000-50000
40374,0-20000
37721,0-20000
14787,20000-50000
23605,0-20000
58469,0-20000
45784,0-20000
34621,0-20000
25919,0-20000
13212,20000-50000
3427,200000-500000
19289,0-20000
58097,0-20000
29646,0-20000
58837,0-20000
4556,100000-200000
5814,50000-100000
17580,20000-50000
16046,20000-50000
46726,0-20000
20234,0-20000
37996,0-20000
24751,0-20000
36883,0-20000
40530,0-20000
39018,0-20000
50711,0-20000
53580,0-20000
42392,0-20000
19555,0-20000
33255,0-20000
13418,20000-50000
38414,0-20000
37396,0-20000
38229,0-20000
8231,50000-100000
16489,20000-50000
41142,0-20000
9525,50000-100000
12258,20000-50000
49363,0-20000
34997,0-20000
2126,200000-500000
25351,0-20000
25867,0-20000
46601,0-20000
4108,100000-200000
25389,0-20000
57596,0-20000
11334,20000-50000
19190,0-20000
1690,500000-1000000
9882,50000-100000
17935,20000-50000
43361,0-20000
17292,20000-50000
50308,0-20000
32219,0-20000
18232,20000-50000
24008,0-20000
44369,0-20000
1616,500000-1000000
44654,0-20000
21702,0-20000
22331,0-20000
51436,0-20000
32327,0-20000
35227,0-20000
26079,0-20000
24049,0-20000
48797,0-20000
18580,0-20000
18353,20000-50000
7046,50000-100000
5556,100000-200000
36992,0-20000
1039,500000-1000000
30224,0-20000
32118,0-20000
17621,20000-50000
5323,100000-200000
30754,0-20000
3247,200000-500000
56052,0-20000
50712,0-20000
37533,0-20000
23409,0-20000
46956,0-20000
20121,0-20000
30608,0-20000
7064,0-20000
53638,0-20000
42560,0-20000
45918,0-20000
596,>1000000
47306,0-20000
35244,0-20000
5662,100000-200000
32106,0-20000
37864,0-20000
58747,0-20000
9765,50000-100000
26051,0-20000
39128,0-20000
21330,0-20000
18051,20000-50000
12501,20000-50000
56750,0-20000
32978,0-20000
58203,0-20000
40800,0-20000
30709,0-20000
30338,0-20000
42844,0-20000
12576,20000-50000
20077,0-20000
4346,100000-200000
26373,0-20000
9551,50000-100000
34658,0-20000
53269,0-20000
18633,0-20000
58331,0-20000
11539,20000-50000
39799,0-20000
42277,0-20000
20188,0-20000
5219,100000-200000
28219,0-20000
1379,500000-1000000
8506,50000-100000
38186,0-20000
428,>1000000
31071,0-20000
42499,0-20000
55470,0-20000
35067,0-20000
49356,0-20000
54328,0-20000
35139,0-20000
20170,0-20000
24515,0-20000
7252,50000-100000
8719,50000-100000
32355,0-20000
54154,0-20000
5968,100000-200000
30527,0-20000
5693,100000-200000
38913,0-20000
35700,0-20000
55509,0-20000
43727,0-20000
26394,0-20000
28066,0-20000
16426,20000-50000
18675,0-20000
17911,20000-50000
34932,0-20000
45260,0-20000
42522,0-20000
39432,0-20000
19640,0-20000
9119,50000-100000
14037,20000-50000
49008,0-20000
52630,0-20000
7193,50000-100000
35468,0-20000
942,>1000000
12540,20000-50000
49631,0-20000
15172,20000-50000
44136,0-20000
13297,20000-50000
30870,0-20000
57882,0-20000
30179,0-20000
47437,0-20000
11510,20000-50000
5249,100000-200000
44240,0-20000
4789,100000-200000
30106,0-20000
35177,0-20000
14058,20000-50000
36126,0-20000
2869,200000-500000
49518,0-20000
40231,0-20000
54910,0-20000
43093,0-20000
7251,50000-100000
17460,20000-50000
37952,0-20000
18913,0-20000
43852,0-20000
32606,0-20000
9783,50000-100000
40334,0-20000
6133,100000-200000
18369,0-20000
20993,0-20000
26559,0-20000
1539,500000-1000000
55541,0-20000
6546,100000-200000
37858,0-20000
53916,0-20000
16066,20000-50000
26131,0-20000
47416,0-20000
53359,0-20000
53641,0-20000
18063,20000-50000
34754,0-20000
55619,0-20000
47884,0-20000
36319,0-20000
51054,0-20000
16816,20000-50000
43847,0-20000
55935,0-20000
37806,0-20000
41529,0-20000
10056,50000-100000
20893,0-20000
5361,100000-200000
54870,0-20000
25514,0-20000
17199,20000-50000
40003,0-20000
11140,20000-50000
15245,20000-50000
55021,0-20000
13753,20000-50000
46005,0-20000
24334,0-20000
39303,0-20000
32641,0-20000
11371,0-20000
40527,0-20000
57321,0-20000
54137,0-20000
55277,0-20000
7420,50000-100000
52134,0-20000
32505,0-20000
47897,0-20000
2191,200000-500000
57061,0-20000
51276,0-20000
5338,100000-200000
46817,0-20000
17070,20000-50000
40454,0-20000
38374,0-20000
36075,0-20000
33623,0-20000
7994,50000-100000
56558,0-20000
47314,0-20000
33693,0-20000
36129,0-20000
16330,20000-50000
24889,0-20000
17555,20000-50000
48530,0-20000
28213,0-20000
18511,0-20000
21153,0-20000
6614,100000-200000
24580,0-20000
37180,0-20000
9560,50000-100000
58251,0-20000
31950,0-20000
40032,0-20000
51614,0-20000
8784,50000-100000
43517,0-20000
47099,0-20000
11131,20000-50000
7300,50000-100000
1407,500000-1000000
45620,0-20000
17860,20000-50000
3741,100000-200000
34682,0-20000
8940,50000-100000
41993,0-20000
52711,0-20000
36186,0-20000
56710,0-20000
15359,20000-50000
26112,0-20000
5078,100000-200000
33725,0-20000
14548,20000-50000
18212,20000-50000
47191,0-20000
34599,0-20000
42494,0-20000
27730,0-20000
28675,0-20000
57192,0-20000
48124,0-20000
58821,0-20000
41281,0-20000
36433,0-20000
48689,0-20000
15617,20000-50000
57819,0-20000
39075,0-20000
11411,20000-50000
4447,100000-200000
49441,0-20000
520,>1000000
24064,0-20000
53404,0-20000
31814,0-20000
42690,0-20000
7810,50000-100000
28622,0-20000
12017,20000-50000
793,>1000000
27207,0-20000
45678,0-20000
26926,0-20000
4643,100000-200000
11756,20000-50000
33155,0-20000
38059,0-20000
18200,20000-50000
31801,0-20000
38463,0-20000
51237,0-20000
15793,20000-50000
13534,20000-50000
44736,0-20000
29562,0-20000
7191,50000-100000
38382,0-20000
8609,50000-100000
27245,0-20000
41322,0-20000
33765,0-20000
55500,0-20000
9130,50000-100000
43645,0-20000
8527,50000-100000
36876,0-20000
16374,20000-50000
57857,0-20000
43861,0-20000
14664,20000-50000
49943,0-20000
43031,0-20000
21730,0-20000
25592,0-20000
19480,0-20000
27564,0-20000
43744,0-20000
2291,200000-500000
2644,200000-500000
18037,20000-50000
23984,0-20000
2324,200000-500000
1959,200000-500000
39215,0-20000
39440,0-20000
23045,0-20000
29639,0-20000
29035,0-20000
19347,0-20000
52039,0-20000
58760,0-20000
11288,20000-50000
10280,50000-100000
3143,200000-500000
16027,20000-50000
53569,0-20000
38748,0-20000
2847,100000-200000
38817,0-20000
55993,0-20000
52178,0-20000
34160,0-20000
54879,0-20000
29050,0-20000
11339,20000-50000
24294,0-20000
45846,0-20000
56441,0-20000
15103,20000-50000
10904,20000-50000
43046,0-20000
5435,100000-200000
42539,0-20000
31251,0-20000
20394,0-20000
9970,50000-100000
28137,0-20000
55486,0-20000
43428,0-20000
12472,20000-50000
40741,0-20000
53894,0-20000
15165,20000-50000
3619,200000-500000
31902,0-20000
25773,0-20000
30916,0-20000
43179,0-20000
22618,0-20000
49872,0-20000
38152,0-20000
46427,0-20000
2255,200000-500000
29204,0-20000
23217,0-20000
16262,20000-50000
47631,0-20000
8888,50000-100000
24550,0-20000
23531,0-20000
21656,0-20000
18210,20000-50000
12294,20000-50000
35956,0-20000
18482,0-20000
36671,0-20000
34251,0-20000
48784,0-20000
14282,20000-50000
9711,50000-100000
16516,20000-50000
33864,0-20000
25610,0-20000
15492,20000-50000
53156,0-20000
56570,0-20000
33817,0-20000
53706,0-20000
50722,0-20000
54705,0-20000
57363,0-20000
13173,20000-50000
32368,0-20000
8910,50000-100000
39230,0-20000
17270,20000-50000
12442,20000-50000
23283,0-20000
2890,200000-500000
36856,0-20000
3986,200000-500000
21187,0-20000
20410,0-20000
17136,20000-50000
23886,0-20000
7633,50000-100000
16765,20000-50000
54501,0-20000
8309,50000-100000
44132,0-20000
58818,0-20000
43605,0-20000
32110,0-20000
39035,0-20000
26933,0-20000
24634,0-20000
36477,0-20000
23336,0-20000
18956,0-20000
17062,20000-50000
6767,50000-100000
1525,500000-1000000
35328,0-20000
15506,20000-50000
41365,0-20000
46480,0-20000
50996,0-20000
48125,0-20000
26553,0-20000
10232,50000-100000
21303,0-20000
13204,20000-50000
17298,20000-50000
43147,0-20000
6579,100000-200000
56946,0-20000
6067,100000-200000
17903,20000-50000
3964,200000-500000
58381,0-20000
25015,0-20000
5069,100000-200000
22880,0-20000
36778,0-20000
13615,20000-50000
28138,0-20000
31695,0-20000
51592,0-20000
12641,20000-50000
58134,0-20000
29615,0-20000
45537,0-20000
17209,20000-50000
36391,0-20000
44238,0-20000
8549,50000-100000
27844,0-20000
43804,0-20000
48696,0-20000
808,>1000000
51854,0-20000
7528,50000-100000
1271,500000-1000000
20240,0-20000
3668,200000-500000
10076,50000-100000
35419,0-20000
26381,0-20000
5390,100000-200000
39065,0-20000
23289,0-20000
39849,0-20000
534,>1000000
45339,0-20000
39454,0-20000
14514,20000-50000
54609,0-20000
13052,20000-50000
21842,0-20000
7090,50000-100000
12962,20000-50000
23942,0-20000
20113,0-20000
45605,0-20000
41458,0-20000
38725,0-20000
13512,20000-50000
12963,20000-50000
22520,0-20000
15401,20000-50000
45579,0-20000
6597,100000-200000
13702,20000-50000
24821,0-20000
21485,0-20000
43060,0-20000
27491,0-20000
7551,50000-100000
25924,0-20000
26283,0-20000
1138,500000-1000000
11100,20000-50000
53786,0-20000
41196,0-20000
7927,50000-100000
35216,0-20000
22110,0-20000
19150,0-20000
49126,0-20000
49675,0-20000
18044,20000-50000
31354,0-20000
39396,0-20000
30653,0-20000
45446,0-20000
18276,20000-50000
27497,0-20000
50840,0-20000
5432,100000-200000
13237,20000-50000
44109,0-20000
26453,0-20000
46980,0-20000
13295,20000-50000
37714,20000-50000
38837,0-20000
863,>1000000
52345,0-20000
17961,20000-50000
46380,0-20000
43265,0-20000
48723,0-20000
12306,20000-50000
14335,0-20000
54801,0-20000
34758,0-20000
58460,0-20000
1358,500000-1000000
28804,0-20000
56842,0-20000
20600,0-20000
38767,0-20000
22099,0-20000
51339,0-20000
31266,0-20000
32731,0-20000
35736,0-20000
8313,50000-100000
1909,500000-1000000
48868,0-20000
1315,500000-1000000
33198,0-20000
15482,20000-50000
10077,50000-100000
22377,0-20000
52395,0-20000
8088,50000-100000
15101,20000-50000
46259,0-20000
47794,0-20000
8672,50000-100000
12284,20000-50000
30803,0-20000
40249,20000-50000
35034,0-20000
44799,0-20000
35665,0-20000
44205,0-20000
44578,0-20000
40439,0-20000
43708,0-20000
43460,0-20000
16206,20000-50000
16909,20000-50000
20111,0-20000
53476,0-20000
18312,20000-50000
47793,0-20000
53018,0-20000
32845,0-20000
29962,0-20000
52314,0-20000
38554,0-20000
24513,0-20000
10090,50000-100000
57295,0-20000
22128,0-20000
52867,0-20000
26779,0-20000
55774,0-20000
19377,0-20000
56356,0-20000
34763,0-20000
32383,0-20000
34306,0-20000
43346,0-20000
53855,0-20000
19181,0-20000
56184,0-20000
27475,0-20000
16945,20000-50000
14247,20000-50000
14682,20000-50000
10828,20000-50000
12339,20000-50000
20738,20000-50000
48607,0-20000
55901,0-20000
44052,0-20000
25064,0-20000
20157,0-20000
49562,0-20000
46182,0-20000
58359,0-20000
21090,0-20000
58743,0-20000
11730,20000-50000
33091,0-20000
26832,0-20000
9701,50000-100000
32615,0-20000
36528,0-20000
30089,0-20000
33584,0-20000
24440,0-20000
19441,0-20000
5822,100000-200000
53976,0-20000
4252,100000-200000
40457,0-20000
5505,100000-200000
40170,0-20000
13522,20000-50000
9421,50000-100000
14916,20000-50000
9027,50000-100000
33483,0-20000
9725,50000-100000
32895,0-20000
10471,50000-100000
24128,0-20000
47776,0-20000
40501,0-20000
22443,0-20000
13112,20000-50000
52524,0-20000
14480,20000-50000
8946,50000-100000
9629,50000-100000
13290,20000-50000
10717,20000-50000
39828,0-20000
13796,20000-50000
48031,0-20000
2040,200000-500000
13559,20000-50000
5342,100000-200000
40696,0-20000
25609,0-20000
57412,0-20000
16543,20000-50000
2301,200000-500000
32568,0-20000
56478,0-20000
44638,0-20000
5742,100000-200000
25566,0-20000
54836,0-20000
55953,0-20000
49614,0-20000
13039,20000-50000
57699,0-20000
2853,200000-500000
8104,50000-100000
40931,0-20000
52111,0-20000
47002,0-20000
30309,0-20000
11570,20000-50000
54903,0-20000
56165,0-20000
33109,0-20000
21698,0-20000
53427,0-20000
3130,200000-500000
29348,0-20000
26455,0-20000
51508,0-20000
19008,0-20000
50332,0-20000
41144,0-20000
13456,20000-50000
6391,100000-200000
15471,20000-50000
25564,0-20000
34847,0-20000
10433,50000-100000
25612,0-20000
57347,0-20000
8656,50000-100000
41694,0-20000
31427,0-20000
4356,100000-200000
9205,50000-100000
46584,0-20000
44044,0-20000
57396,0-20000
55284,0-20000
32201,0-20000
18670,0-20000
43782,0-20000
28673,0-20000
27096,0-20000
18205,20000-50000
38701,0-20000
3182,200000-500000
34273,0-20000
10936,20000-50000
7115,50000-100000
56622,0-20000
19870,0-20000
37361,0-20000
34883,0-20000
50208,0-20000
41234,0-20000
14655,20000-50000
26719,0-20000
293,>1000000
27640,0-20000
18765,0-20000
2485,200000-500000
30261,0-20000
38301,0-20000
39250,0-20000
28618,0-20000
12531,20000-50000
44297,0-20000
32750,0-20000
25151,0-20000
55262,0-20000
6474,100000-200000
33117,0-20000
55840,0-20000
54062,0-20000
38641,0-20000
47585,0-20000
37378,0-20000
26102,0-20000
40266,0-20000
36822,0-20000
45036,0-20000
28028,0-20000
27340,0-20000
8469,50000-100000
27214,0-20000
7143,50000-100000
2431,100000-200000
55565,0-20000
31977,0-20000
4397,100000-200000
30342,0-20000
44597,0-20000
21124,0-20000
34090,0-20000
54966,0-20000
3716,100000-200000
41187,0-20000
57125,20000-50000
33027,0-20000
25114,0-20000
1710,50000-100000
47908,0-20000
48206,0-20000
512,>1000000
20715,0-20000
15301,20000-50000
52462,0-20000
28538,0-20000
55488,0-20000
51669,0-20000
51772,0-20000
52072,0-20000
9325,50000-100000
9434,50000-100000
52152,0-20000
29143,0-20000
25899,0-20000
15469,20000-50000
